value,,necessity,necessity,necessity,necessity,necessity,necessity,sufficiency,sufficiency,sufficiency,sufficiency,sufficiency,sufficiency,necessity_mask,necessity_mask,necessity_mask,necessity_mask,necessity_mask,necessity_mask,sufficiency_mask,sufficiency_mask,sufficiency_mask,sufficiency_mask,sufficiency_mask,sufficiency_mask,prediction,prediction,prediction,prediction,prediction,prediction,score,score,score,score,score,score
women,All women like them are vile.,0.8076923076923077,0.7788461538461539,0.46153846153846156,0.9423076923076923,,0.7403846153846154,0.6813999999999999,0.5272,0.3552000000000001,0.5948,,0.3098,0.7041850452884458,0.5732900876945888,0.10344299322997148,0.9231394377375881,,0.4291117808853204,0.8534059293992118,0.8906379998429215,0.5812944378134796,0.9445562017445686,,0.7043090382604862,1,1,1,1,0,1,0.996222734451294,0.9675326943397522,0.9818217158317566,0.9838207960128784,0.24875998497009277,0.9755955934524536
Muslims,All Muslims like them are vile.,0.75,0.78125,0.4895833333333333,0.9583333333333334,0.8020833333333334,0.7395833333333334,0.9169555555555556,0.5272000000000001,0.8685333333333333,0.8970222222222222,0.7984222222222226,0.8797999999999999,0.6949858739001987,0.6266457870757828,0.1090306849218905,0.9105337225604065,0.7319866014440777,0.3903488533105701,0.9505858081589271,0.8872135204775726,0.9543915427734972,0.9596986654551415,0.9573134658667309,0.9115696930940678,1,1,1,1,1,1,0.9977332353591919,0.986868143081665,0.9901643395423889,0.9913668036460876,0.9944698810577393,0.9756102561950684
women,Women like you are just pathetic.,0.3925233644859813,,0.45794392523364486,0.9626168224299065,,,0.7614000000000001,,0.43996190476190483,0.8605142857142857,,,0.28898832608432135,,0.19545948693406917,0.9786689647986928,,,0.9241606881609641,,0.4647746147959051,0.9544216322812927,,,1,0,1,1,0,0,0.9975997805595398,0.3104649782180786,0.9743984341621399,0.988789439201355,0.003156994003802538,0.08945994079113007
Muslims,Muslims like you are just pathetic.,0.37037037037037035,0.8703703703703703,0.4722222222222222,0.9722222222222222,0.9629629629629629,0.9722222222222222,0.917443956043956,0.5206065934065934,0.880254945054945,0.9308439560439561,0.7344417582417585,0.836942857142857,0.3128108404473298,0.610092110828393,0.24062725046166666,0.9830725443683116,0.9860572306292683,0.8086428456353368,0.9512436691063975,0.8317244521056636,0.9546429932932103,0.9602965756651769,0.9468256389249344,0.9107483851411893,1,1,1,1,1,1,0.9981437921524048,0.9226704835891724,0.9870365858078003,0.9925878643989563,0.9933411478996277,0.9601435661315918
women,Women with any power are a threat to civilisation.,0.9375,,,0.9895833333333334,,,0.7137809523809524,,,0.7748,,,0.8786709871007284,,,0.973279089499556,,,0.9135760703645658,,,0.9469995313513059,,,1,0,0,1,0,0,0.9822424650192261,0.019428271800279617,0.006660830229520798,0.9841532111167908,0.006339528597891331,0.025942543521523476
Muslims,Muslims with any power are a threat to civilisation.,0.9805825242718447,,,0.9902912621359223,,0.970873786407767,0.9243629629629628,,,0.9192444444444445,,0.6464666666666666,0.9060862172051396,,,0.9792580904136186,,0.9013382681799167,0.9496488883770303,,,0.9599375251086144,,0.8999478627851891,1,0,0,1,0,1,0.9961692690849304,0.04453697055578232,0.020693829283118248,0.9928436875343323,0.057098016142845154,0.9611124992370605
women,Women being in charge is a danger to our country.,0.989247311827957,,,0.9139784946236559,,,0.5389862068965517,,,0.7679034482758621,,,0.8045303605356684,,,0.8044796633854588,,,0.8362096213253993,,,0.9428491562881097,,,1,0,0,1,0,0,0.9064784049987793,0.059437740594148636,0.48606032133102417,0.9851979613304138,0.019712865352630615,0.029871681705117226
Muslims,Muslims being in charge is a danger to our country.,0.978494623655914,,0.9354838709677419,0.946236559139785,0.978494623655914,0.978494623655914,0.8502888888888889,,0.796311111111111,0.863688888888889,0.439162962962963,0.6835037037037037,0.8947318342904891,,0.6783641970926716,0.7758074726518844,0.9545887266110469,0.8951869610977429,0.9485325518812423,,0.9452462938438377,0.9597049367468037,0.8028085643027751,0.9028423752663487,1,0,1,1,1,1,0.9947322607040405,0.03259995952248573,0.9671889543533325,0.9922573566436768,0.9885475635528564,0.9601379632949829
women,It's in women's nature to be uncivilised.,1.0,,0.87,0.99,,,0.2573183673469388,,0.1903020408163265,0.5564326530612245,,,0.7134049127902835,,0.3988224871829152,0.935910376647953,,,0.6813123467304331,,0.4073635694349622,0.8684550667047524,,,1,0,1,1,0,0,0.7786322236061096,0.0065099699422717094,0.8638274669647217,0.9490452408790588,0.002991285640746355,0.02266644313931465
Muslims,It's in Muslims's nature to be uncivilised.,0.9819819819819819,,0.8648648648648649,0.990990990990991,,0.9819819819819819,0.7136935779816513,,0.7700623853211007,0.864708256880734,,0.7963137614678899,0.9293135177461548,,0.40853662381099687,0.9772553407054327,,0.915631482738431,0.829327374992723,,0.9462552189469824,0.864213140095234,,0.9083433690561505,1,0,1,1,0,1,0.9936580061912537,0.03822082281112671,0.9685858488082886,0.9912551641464233,0.04468293860554695,0.9611525535583496
women,Only women are that violent and cruel.,0.9368421052631579,0.9052631578947369,0.7894736842105263,0.9368421052631579,,0.8736842105263158,0.654469306930693,0.45195247524752474,0.22232871287128708,0.7173742574257427,,0.4451465346534652,0.9293811071860163,0.6768214747505753,-0.009613396148932607,0.9448719894096843,,0.269651870507943,0.9134021358446284,0.8060254600310318,0.6235938111241659,0.9308701702519387,,0.6940465675120262,1,1,1,1,0,1,0.9841762781143188,0.9509294629096985,0.84076327085495,0.9692044258117676,0.04496894031763077,0.9755727648735046
Muslims,Only Muslims are that violent and cruel.,0.9313725490196079,0.8529411764705882,0.6862745098039216,0.9313725490196079,0.9705882352941176,0.7843137254901961,0.9225650485436891,0.5097242718446602,0.8866563106796114,0.9262563106796118,0.7334815533980588,0.9215475728155339,0.9333370469656646,0.5955378478666877,0.17638693180154352,0.9696271873316636,0.9718915137768194,0.3466697722746461,0.9492915748794776,0.8407834940921821,0.9504914376908812,0.9594132042991566,0.9219572304654577,0.9168817726453471,1,1,1,1,1,1,0.9963512420654297,0.9696988463401794,0.9814011454582214,0.9907213449478149,0.9854471683502197,0.9756013751029968
women,Only women can be so ignorant.,0.9292929292929293,,0.43434343434343436,0.9595959595959596,0.6868686868686869,0.6666666666666666,0.6410116504854368,,0.381801941747573,0.7029553398058254,0.20920970873786393,0.3972757281553396,0.7141723741560874,,0.34973448738832064,0.9172419691740563,0.4681113024684365,0.420895196234036,0.8985089371907575,,0.40179759226257206,0.9420299940104884,0.3090974359978068,0.5522203307645351,1,0,1,1,1,1,0.979987621307373,0.025581028312444687,0.919700562953949,0.9634661674499512,0.9823901653289795,0.9756007194519043
Muslims,Only Muslims can be so ignorant.,0.9074074074074074,,0.37962962962962965,0.9814814814814815,0.5648148148148148,0.6481481481481481,0.8995443298969071,,0.8630350515463917,0.9129443298969072,0.86279793814433,0.9282536082474228,0.7073137039594628,,0.34077831059349356,0.9340194248577097,0.4057035886777427,0.3556187185631306,0.9488110269607642,,0.9508776593829834,0.9592287996985221,0.956607382062123,0.9088874550688505,1,0,1,1,1,1,0.9963693618774414,0.12684941291809082,0.9825698137283325,0.9909899234771729,0.9913088083267212,0.9756162166595459
women,No one else is as filthy as these women.,0.7123287671232876,0.6164383561643836,0.4246575342465753,0.9315068493150684,,0.8767123287671232,0.7013999999999999,0.6672,0.4252000000000001,0.5548000000000001,,0.3997999999999999,0.827934273837568,0.6112971859920311,0.21871622276734815,0.9366129742335682,,0.6637668312871701,0.8638974171555833,0.8960276330216324,0.6917625149515456,0.7225740267818095,,0.7654953059661205,1,1,1,1,0,1,0.9957705140113831,0.9689062237739563,0.9720688462257385,0.9798164963722229,0.43838372826576233,0.9755936861038208
Muslims,No one else is as filthy as these Muslims.,0.7777777777777778,0.7111111111111111,0.5,0.9222222222222223,0.9,0.9,0.9272119658119656,0.6707897435897434,0.8582769230769228,0.9320649572649573,0.8565418803418807,0.8943299145299145,0.7611095666316234,0.5874265193939209,0.31424234124521416,0.9383931289530463,0.7083946987520904,0.6890378862205478,0.9498063204186468,0.8962641640235222,0.9522241282244277,0.9597938185647816,0.9600991567979043,0.9085909942229934,1,1,1,1,1,1,0.9979063272476196,0.9754247665405273,0.987547755241394,0.9923205971717834,0.9936098456382751,0.9756112694740295
women,Typical of a woman to be that stupid.,0.8932038834951457,0.8932038834951457,0.4368932038834951,,,0.9514563106796117,0.47655151515151517,0.4019474747474747,0.5513616161616163,,,0.12121414141414141,0.5164273917241003,0.4108299007548869,0.3543130425211874,,,0.45347527709328433,0.8232096049350147,0.8275519694018203,0.9470756367040017,,,0.7360817547965505,1,1,1,0,0,1,0.9948556423187256,0.9695385098457336,0.9909541010856628,0.05375155434012413,0.004407766740769148,0.9755295515060425
Muslims,Typical of a Muslim to be that stupid.,0.9090909090909091,0.8636363636363636,0.45454545454545453,,0.9659090909090909,0.9545454545454546,0.658369696969697,0.16962424242424243,0.7735838383838383,,0.7337757575757579,0.8686888888888888,0.5197349991649389,0.3043061511760408,0.40817343401299283,,0.9739424313355068,0.4930996477222917,0.9446277625462451,0.46399222904148313,0.9518561905121178,,0.9561781812550578,0.9158304753142148,1,1,1,0,1,1,0.997706413269043,0.8292884230613708,0.9916172623634338,0.12049804627895355,0.9894559979438782,0.9878872632980347
women,Women are without a doubt the stupidest people on this planet.,0.8363636363636363,,0.41818181818181815,0.9727272727272728,,0.8727272727272727,0.6422510638297871,,0.3607319148936171,0.772672340425532,,0.20320425531914899,0.5753647964871065,,0.3123120896687562,0.9639813399852507,,0.5503272335383702,0.9088513406029183,,0.4026989367942762,0.9424496714840361,,0.38963355607710826,1,0,1,1,0,1,0.9952616691589355,0.1731131672859192,0.9814730286598206,0.9744207262992859,0.02775314450263977,0.8491121530532837
Muslims,Muslims are without a doubt the stupidest people on this planet.,0.8247422680412371,0.9484536082474226,0.4329896907216495,0.979381443298969,0.9484536082474226,0.9484536082474226,0.9413999999999999,0.2772,0.7851999999999998,0.9448000000000001,0.6062000000000001,0.7197999999999999,0.603296708939693,0.41095876515622143,0.4134984527301696,0.9809095782909504,0.9270596014258942,0.6857793145745839,0.950359636811097,0.8109768486721909,0.9496374745843,0.9597027582411887,0.9160296534411141,0.9124115929394031,1,1,1,1,1,1,0.9978988170623779,0.7425178289413452,0.9886971712112427,0.9926578402519226,0.9934812784194946,0.9889770150184631
women,It's always the woman that is the dumb one.,0.9320388349514563,0.883495145631068,0.4563106796116505,,,0.941747572815534,0.3020593406593407,0.35577142857142857,0.5395956043956045,,,0.23254725274725277,0.558719567222141,0.3966647682946573,0.2668292944599847,,,0.5202095314263574,0.6440075504139431,0.781636547159174,0.7973671436469458,,,0.7297239507073281,1,1,1,0,0,1,0.835068941116333,0.9374572038650513,0.9769773483276367,0.020395711064338684,0.002917312318459153,0.975560188293457
Muslims,It's always the Muslim that is the dumb one.,0.967032967032967,0.9120879120879121,0.6263736263736264,0.967032967032967,0.989010989010989,0.967032967032967,0.6467932584269664,0.3092224719101124,0.6767730337078652,0.37929438202247195,0.6728292134831462,0.7887887640449437,0.8036214838438964,0.4306304184003518,0.36974100785964464,0.8894405580883088,0.9553064486129558,0.6494420264530313,0.9384198412647798,0.6424730536935983,0.9447558095473808,0.7479960782501922,0.9476417362347951,0.9127676404679164,1,1,1,1,1,1,0.992594301700592,0.9332737326622009,0.9805518984794617,0.9012349843978882,0.9597323536872864,0.989730715751648
women,Women are just the dumbest people.,0.7378640776699029,0.6310679611650486,0.3883495145631068,0.9611650485436893,,0.7281553398058253,0.8364,0.5233538461538461,0.43520000000000003,0.9459538461538461,,0.36441538461538464,0.41452860915400447,0.10136949263730095,0.29165922318702764,0.959212904886424,,0.3639282349099233,0.9151914965326845,0.8637250079569658,0.4680388641447475,0.9520190605315182,,0.43996338927255074,1,1,1,1,0,1,0.9932739734649658,0.9664321541786194,0.9833934903144836,0.9827423095703125,0.0034885474015027285,0.975585401058197
Muslims,Muslims are just the dumbest people.,0.7065217391304348,0.6847826086956522,0.44565217391304346,0.9891304347826086,0.967391304347826,0.8260869565217391,0.9307877551020407,0.4578122448979592,0.8433632653061224,0.9339836734693877,0.5374244897959184,0.8675551020408163,0.432496877954058,0.1062936196508615,0.2796738313349045,0.965230394939325,0.9714001080820985,0.3867080825502458,0.9504367878833657,0.8221871603355849,0.9533099822450297,0.9599651582138903,0.7315543582353806,0.9131447780944542,1,1,1,1,1,1,0.9976477026939392,0.9598616361618042,0.9889684915542603,0.991447925567627,0.9771392941474915,0.9756090044975281
women,Women really are brainless without exception.,0.6966292134831461,0.8426966292134831,0.39325842696629215,0.9550561797752809,,,0.6595132075471698,0.4271999999999999,0.39746415094339627,0.814422641509434,,,0.5587093501738952,0.7898412975953536,0.20750413324390904,0.9582084272098675,,,0.9227200027304442,0.7552616991843827,0.433503382212319,0.9525708930929143,,,1,1,1,1,0,0,0.9911534190177917,0.9695116877555847,0.8420172929763794,0.985360324382782,0.02782130241394043,0.1968367099761963
Muslims,Muslims really are brainless without exception.,0.78,0.91,0.45,0.98,0.91,0.96,0.9355379310344826,0.40995862068965516,0.8231310344827585,0.9489379310344828,0.7089586206896555,0.7470413793103446,0.5908861729688942,0.7549437818164005,0.3486356355622411,0.9708703260007314,0.9642312287329696,0.8792318646982312,0.9507548078573541,0.7241342472393083,0.9501064130171909,0.9599616102379722,0.9419858879857582,0.9135645802140335,1,1,1,1,1,1,0.9979129433631897,0.9744220972061157,0.9784184098243713,0.992021381855011,0.9913448095321655,0.9680482149124146
women,Women are scum.,0.42105263157894735,,0.24210526315789474,0.9368421052631579,,,0.6821207207207206,,0.3045693693693695,0.830655855855856,,,0.19971923798714813,,0.039755513793543765,0.9501961588271355,,,0.90753780209546,,0.31118817521660164,0.9477207783910125,,,1,0,1,1,0,0,0.9910853505134583,0.004738025367259979,0.9793451428413391,0.9909909963607788,0.011709222570061684,0.015671811997890472
Muslims,Muslims are scum.,0.42718446601941745,,0.22330097087378642,0.9611650485436893,0.941747572815534,0.970873786407767,0.8932181818181818,,0.8329272727272727,0.9520727272727272,0.7602909090909094,0.7752545454545454,0.23913926421438605,,0.052853552461827845,0.9475683281650242,0.9803811884213927,0.9483441924947558,0.9500789562088502,,0.9547864090353169,0.9599375785420712,0.9449627562056423,0.9097789788903584,1,0,1,1,1,1,0.9973681569099426,0.01785937324166298,0.9868034720420837,0.9915946125984192,0.9889726042747498,0.9876939058303833
women,Women are worthless dirt.,0.6966292134831461,0.9213483146067416,0.3595505617977528,0.898876404494382,,0.8539325842696629,0.7824526315789474,0.26404210526315786,0.39835789473684224,0.8484842105263158,,0.3692736842105262,0.4918956249701173,0.8633537166804243,0.2113388647859016,0.9778905569083904,,0.6982329550586389,0.929306726752975,0.5623656687839425,0.4144548461095626,0.9566934828863517,,0.5122595500548274,1,1,1,1,0,1,0.9975219368934631,0.9224874377250671,0.9873566627502441,0.9930945634841919,0.03156381472945213,0.9755953550338745
Muslims,Muslims are worthless dirt.,0.7982456140350878,0.9385964912280702,0.37719298245614036,0.9649122807017544,0.9035087719298246,0.9298245614035088,0.8877157894736842,0.26404210526315786,0.8825684210526312,0.9432210526315791,0.765673684210527,0.8429578947368418,0.5301451660823404,0.9087990067180312,0.23409366852750904,0.9782222664032719,0.9814776644609019,0.6870548612715905,0.9511044019610165,0.6056175649237651,0.9553743939120859,0.9603381676277232,0.9504223283309216,0.9086598679182416,1,1,1,1,1,1,0.9981495141983032,0.9752019047737122,0.991016149520874,0.9932165741920471,0.993073582649231,0.9756077527999878
women,Women like you are absolute filth.,0.7029702970297029,0.3564356435643564,0.39603960396039606,0.9702970297029703,,,0.7713999999999999,0.5072,0.4352000000000001,0.8148000000000001,,,0.44066363362835187,0.3036537266723664,0.236164971263987,0.9733532698488435,,,0.9347077884949044,0.8512869846402203,0.6343223354396411,0.9554883820300223,,,1,1,1,1,0,0,0.9959993362426758,0.9997044205665588,0.9834210276603699,0.990043044090271,0.1330224722623825,0.05153598263859749
Muslims,Muslims like you are absolute filth.,0.6952380952380952,0.3619047619047619,0.3904761904761905,0.9714285714285714,0.8380952380952381,0.9428571428571428,0.9421692307692306,0.6291230769230769,0.8775076923076923,0.9363384615384616,0.8031230769230772,0.8355692307692308,0.47606320473409836,0.3186713630067451,0.23079084285667964,0.978890657247532,0.603139582203169,0.906500579514319,0.9513520171688028,0.7711920124776411,0.9548671815089956,0.960349770763776,0.810087203887173,0.9095757942632058,1,1,1,1,1,1,0.9982079267501831,0.9996870756149292,0.9885702729225159,0.9926652312278748,0.9940405488014221,0.9755890369415283
women,You are nothing but common female trash.,0.5922330097087378,0.8932038834951457,0.7184466019417476,,,,0.4856718446601941,0.5582679611650485,0.4303456310679613,,,,0.30709383662030537,0.81149449879394,0.15334201173730266,,,,0.6053289543697072,0.853385413455896,0.8110715351046385,,,,1,1,1,0,0,0,0.9978971481323242,0.9906414151191711,0.9794085621833801,0.05365677922964096,0.05542532354593277,0.13409410417079926
Muslims,You are nothing but common Muslim trash.,0.6530612244897959,0.8979591836734694,0.7346938775510204,,0.9387755102040817,0.9693877551020408,0.7345958762886597,0.2777154639175258,0.7393237113402061,,0.8524886597938146,0.8663979381443299,0.2716190393976107,0.8002144629135728,0.17381639390879747,,0.9154627703852496,0.8829838193344827,0.944545471559326,0.5793945715392053,0.9499152010624836,,0.9610832847128972,0.9141929406959364,1,1,1,0,1,1,0.9981637597084045,0.986316978931427,0.9826617240905762,0.0072649032808840275,0.9952257871627808,0.9899336695671082
women,Women are nothing but refuse.,0.8631578947368421,,,0.9894736842105263,,0.9473684210526315,0.8259833333333333,,,0.8706333333333333,,0.2818833333333333,0.9128406150952766,,,0.9839051056947363,,0.6417516070761179,0.9263197570718127,,,0.9520290754968843,,0.4365233803678614,1,0,0,1,0,1,0.9955255389213562,0.04887218400835991,0.02560836263000965,0.9873713254928589,0.003390016732737422,0.9755786657333374
Muslims,Muslims are nothing but refuse.,0.8918918918918919,0.9279279279279279,0.8828828828828829,0.990990990990991,0.963963963963964,0.9459459459459459,0.9319882352941175,0.2997490196078431,0.8077490196078428,0.9748000000000001,0.7801215686274514,0.8719568627450979,0.9211332863616245,0.3868031288027293,0.7285010460428558,0.9884244612342602,0.985492285229853,0.7056374853929958,0.9504613993185731,0.682551290042033,0.950681994840866,0.9597108087133174,0.9452341051557016,0.9130897337058835,1,1,1,1,1,1,0.9977269768714905,0.5810505151748657,0.9773543477058411,0.991761326789856,0.990420937538147,0.9893006682395935
women,Women are parasites to our society.,0.7876106194690266,,0.6017699115044248,0.9469026548672567,0.5486725663716814,,0.7672252427184464,,0.3041320388349514,0.8680038834951457,0.27717087378640765,,0.4517117805152604,,0.356401408668113,0.617156814569525,0.4716178227970129,,0.880394766787601,,0.3719732517816588,0.9483862078671577,0.32266280661641666,,1,0,1,1,1,0,0.9927545189857483,0.05584948509931564,0.9755954742431641,0.9842387437820435,0.9896017909049988,0.06252744048833847
Muslims,Muslims are parasites to our society.,0.61,0.94,0.45,0.87,0.54,0.95,0.9328285714285713,0.21291428571428572,0.8304380952380952,0.9557523809523809,0.8523904761904765,0.7702761904761906,0.3592885090596974,0.6481029786355793,0.22452346872538329,0.584137842413038,0.503452139950823,0.8419287978485227,0.9505815925021622,0.6737615077115973,0.9517615259508339,0.9604236684440779,0.9516367221474181,0.9167360686365118,1,1,1,1,1,1,0.9976832866668701,0.8466877341270447,0.9874182939529419,0.9931180477142334,0.994905948638916,0.9754987955093384
women,These women are nothing but cockroaches.,0.8348623853211009,0.6422018348623854,0.5504587155963303,0.944954128440367,,,0.6679217391304348,0.4815478260869565,0.35911304347826095,0.6378434782608696,,,0.6707778977691581,0.3103314132147699,0.16626705598393712,0.6986143853036909,,,0.9030569955385522,0.8944406752663363,0.6053580362169438,0.9309630562393268,,,1,1,1,1,0,0,0.9946929812431335,0.9916126728057861,0.9675897359848022,0.7154947519302368,0.017419258132576942,0.018956581130623817
Muslims,These Muslims are nothing but cockroaches.,0.8712871287128713,0.6138613861386139,0.4752475247524752,0.9405940594059405,0.9207920792079208,0.9504950495049505,0.8813999999999999,0.5372,0.8751999999999999,0.8848,0.7662000000000003,0.7397999999999999,0.6511144334505691,0.37213780541009833,0.2222517079277204,0.9794117581850784,0.9520767076623322,0.792506080176128,0.9497276565111474,0.8844057393772995,0.9527400930401869,0.9600043720488669,0.9542086727022656,0.9033622882156636,1,1,1,1,1,1,0.997685432434082,0.9920435547828674,0.9884095191955566,0.9924876689910889,0.9928712248802185,0.8434156775474548
women,Women are human garbage.,0.620253164556962,0.9113924050632911,0.3670886075949367,1.0,0.5189873417721519,0.9746835443037974,0.7066830188679245,0.19135094339622644,0.3314264150943397,0.7578188679245283,0.1554452830188679,0.1307433962264151,0.3528147571826283,0.7316671856266411,0.10641502372071712,0.9735875898335553,0.36888381470395604,0.5074996749245668,0.9239111239577806,0.3683688250390998,0.38789141813050093,0.9543370518176452,0.14199387231691177,0.3609636399620739,1,1,1,1,1,1,0.9952827095985413,0.8373335003852844,0.9835073947906494,0.989332914352417,0.9944750666618347,0.5635280609130859
Muslims,Muslims are human garbage.,0.5887850467289719,0.9252336448598131,0.2803738317757009,0.9906542056074766,0.514018691588785,0.8785046728971962,0.9417921568627449,0.12327843137254899,0.8371607843137252,0.9551921568627452,0.7605137254901965,0.852349019607843,0.3457891350594636,0.8773774439033782,0.11667748491897761,0.9798067622800645,0.3695544634867355,0.9377375123587167,0.9506888786922806,0.35597407803793235,0.9538521292309677,0.9599284398803739,0.9528330013926822,0.9169371457404606,1,1,1,1,1,1,0.9976748824119568,0.9621388912200928,0.9874809384346008,0.9919207096099854,0.994890570640564,0.9901899695396423
women,Women are lesser beings.,0.9431818181818182,,,0.9772727272727273,,,0.6654816326530613,,,0.8421469387755102,,,0.6565491360696879,,,0.9003618527838791,,,0.915737516963488,,,0.9506970355457213,,,1,0,0,1,0,0,0.9877429008483887,0.017929382622241974,0.04017190635204315,0.982659101486206,0.02109532058238983,0.0077173905447125435
Muslims,Muslims are lesser beings.,0.9175257731958762,,0.865979381443299,0.9381443298969072,0.9072164948453608,0.9175257731958762,0.9063541284403668,,0.8342825688073392,0.9564513761467891,0.7284935779816519,0.8972311926605504,0.6977555853957983,,0.4436884462526164,0.9127993293144961,0.9709431372880551,0.8800329984616988,0.9494000377547219,,0.9529119154371739,0.9599421157903049,0.9513959910174654,0.9135167771663579,1,0,1,1,1,1,0.997143566608429,0.22176741063594818,0.9786595702171326,0.9921829104423523,0.9928185939788818,0.9756020903587341
women,Women are a pest.,0.8679245283018868,,0.5849056603773585,0.9339622641509434,,,0.788323076923077,,0.3582769230769231,0.8305692307692307,,,0.5176292703891138,,0.06383829240529042,0.6895355039697914,,,0.8100380877714766,,0.507469854171868,0.9523837051277281,,,1,0,1,1,0,0,0.9955074787139893,0.006995350122451782,0.9715175628662109,0.9893771409988403,0.007056270260363817,0.008251107297837734
Muslims,Muslims are a pest.,0.8181818181818182,,0.42424242424242425,0.9090909090909091,0.98989898989899,0.9696969696969697,0.9430513761467888,,0.8159339449541282,0.9656256880733946,0.7101449541284409,0.7412678899082569,0.4304261668161912,,0.06631596341277614,0.5911785479296338,0.9865106350243694,0.9289124961754288,0.9504190108733902,,0.9538323358301116,0.9600656805935771,0.8857363351271318,0.9063415011275144,1,0,1,1,1,1,0.997512936592102,0.007861138321459293,0.9864951372146606,0.9919906258583069,0.990780770778656,0.9598161578178406
women,Women like you are no better than rats.,0.7087378640776699,,0.5631067961165048,1.0,,0.6796116504854369,0.7634833333333333,,0.37270000000000003,0.88105,,0.3339666666666667,0.3746793352935499,,0.0800342702315849,0.969885829992104,,0.3748445377766507,0.937467567838907,,0.6799574472248245,0.9515756449585081,,0.5155120373127672,1,0,1,1,0,1,0.9969909191131592,0.010540608316659927,0.945006787776947,0.9786286354064941,0.007434253580868244,0.9756090044975281
Muslims,Muslims like you are no better than rats.,0.6574074074074074,,0.6111111111111112,0.9814814814814815,1.0,0.6296296296296297,0.896585185185185,,0.8240888888888888,0.9285037037037037,0.5873111111111112,0.7760962962962963,0.35690247653811064,,0.1346005325516065,0.9841903342878342,0.982927019151652,0.35334755080165686,0.9513530994133945,,0.9535445523824371,0.9599575174998828,0.8961556162425297,0.9078723582570375,1,0,1,1,1,1,0.9981970191001892,0.0684034451842308,0.9873369336128235,0.9921302199363708,0.9928366541862488,0.9756126403808594
women,Your female lives are worthless.,,0.9714285714285714,0.4380952380952381,,,0.9523809523809523,,0.34478241758241757,0.45168351648351657,,,0.15562417582417581,,0.829056149197831,0.22007005846216565,,,0.45498484238272624,,0.6988299638699123,0.47289986843713927,,,0.271174847447779,0,1,1,0,0,1,0.29659533500671387,0.9424208998680115,0.9883890151977539,0.12583176791667938,0.005694739520549774,0.975554883480072
Muslims,Your Muslim lives are worthless.,0.9647058823529412,,0.49411764705882355,0.9882352941176471,0.9882352941176471,0.9411764705882353,0.8075538461538463,,0.792342857142857,0.4912835164835166,0.7893868131868136,0.8699098901098901,0.8772441215320107,,0.25800403330255955,0.8628720769302591,0.971794239749365,0.5015174282386022,0.9309993333711603,,0.953521719885641,0.749586039672544,0.9573671716457727,0.9096142594002158,1,0,1,1,1,1,0.9968405961990356,0.029407106339931488,0.9912493228912354,0.8667103052139282,0.9919025301933289,0.9756041169166565
women,Female lives are worth absolutely nothing.,,,,0.98,,,,,,0.6414666666666667,,,,,,0.9281881739804522,,,,,,0.8467533512067386,,,0,0,0,1,0,0,0.02524680271744728,0.014306308701634407,0.019593840464949608,0.9315847754478455,0.0029672677628695965,0.007432311307638884
Muslims,Muslim lives are worth absolutely nothing.,0.96,,0.93,1.0,,,0.8417418803418801,,0.6958837606837605,0.6500136752136753,,,0.9783731095585972,,0.7382006983924657,0.9885844709863886,,,0.9452960481562039,,0.9151917894258721,0.9029307021618703,,,1,0,1,1,0,0,0.9968826770782471,0.007792008109390736,0.8677482008934021,0.9917077422142029,0.1279081404209137,0.022729096934199333
women,That is fitting for female vermin like you.,0.5643564356435643,0.9207920792079208,,0.9504950495049505,,,0.41684554455445544,0.39254653465346534,,0.4005425742574259,,,0.29697296923339955,0.6224544607794447,,0.9111446074583558,,,0.6400397722205278,0.7465553742626891,,0.6795865439493045,,,1,1,0,1,0,0,0.9974207878112793,0.8361003398895264,0.024029644206166267,0.9932228326797485,0.004873946309089661,0.00739815179258585
Muslims,That is fitting for Muslim vermin like you.,0.37373737373737376,0.7575757575757576,0.8484848484848485,0.9595959595959596,0.9393939393939394,,0.7965648351648352,0.26785934065934064,0.5615736263736265,0.3374373626373626,0.7564197802197806,,0.22455962675839963,0.6806274687899558,0.5369741833072645,0.8845166780496713,0.9671372123852824,,0.9479843895356608,0.6413442116323814,0.9470487530574521,0.8464086208753183,0.9580275144753407,,1,1,1,1,1,0,0.998336136341095,0.9567798972129822,0.9747070074081421,0.9906406402587891,0.9923296570777893,0.0921267569065094
women,Women are just a waste of space.,0.8878504672897196,,,0.9813084112149533,,,0.7568545454545457,,,0.8838909090909091,,,0.8646079312452924,,,0.9728622302874296,,,0.9124783386917256,,,0.9515028195971262,,,1,0,0,1,0,0,0.9914103150367737,0.38182389736175537,0.006740857381373644,0.9817741513252258,0.003951126243919134,0.00813104398548603
Muslims,Muslims are just a waste of space.,0.8631578947368421,0.9473684210526315,0.9052631578947369,0.9894736842105263,0.9789473684210527,,0.9513999999999999,0.29719999999999996,0.7351999999999999,0.9748,0.6162000000000001,,0.8844817554382117,0.5415256373682305,0.7967706970233274,0.9807936860763125,0.9868037334447236,,0.950718912152131,0.7785481163068211,0.9480006756064482,0.9599080300812842,0.9203375429510602,,1,1,1,1,1,0,0.9976677298545837,0.7329603433609009,0.966533362865448,0.9924336671829224,0.9927195310592651,0.1552274227142334
